RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,NewAGT,CreditsScore,AgeScore,BalanceScore,EstSalaryScore,NewEstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,HasCrCard,IsActiveMember,Exited
1497,-0.6194029850746269,0.08333333333333333,0.75,-0.761480032314815,1.0,-0.20912626029251327,-0.16666666666666666,-0.4,0.25,-0.9,-0.3,-0.20912626029251327,0,0,1,0,1,0,0,0
1498,-0.15671641791044777,-0.16666666666666666,1.0,0.1190332599418508,1.0,-0.7696377449516199,-0.5,0.0,-0.25,0.3,-0.7,-0.7696377449516199,1,0,0,0,1,1,0,0
1499,-0.4253731343283582,-1.0,0.5,0.07342125269420686,1.0,0.7809217533313575,-1.1666666666666667,-0.4,-0.75,0.1,0.7,0.7809217533313575,0,1,0,1,0,0,1,0
1500,-1.4253731343283582,-0.75,0.75,-0.761480032314815,0.0,0.03207591110078909,-1.0,-0.8,-0.75,-0.9,0.1,0.03207591110078916,1,0,0,1,0,1,1,0
1501,-0.16417910447761194,1.0833333333333333,-1.0,-0.11947879512620399,0.0,-0.37187855860283153,1.4166666666666667,0.0,0.75,-0.1,-0.3,-0.37187855860283153,1,0,0,0,1,0,1,1
1502,0.06716417910447761,-0.5,0.5,0.36792698205575103,1.0,-0.8710894357449493,-0.6666666666666666,0.2,-0.5,0.7,-0.9,-0.8710894357449493,1,0,0,1,0,1,1,0
1503,1.0746268656716418,0.16666666666666666,0.0,-0.08498362323282282,1.0,0.049667718686486756,0.16666666666666666,1.0,0.25,-0.1,0.1,0.04966771868648668,0,1,0,0,1,0,0,0
1504,0.43283582089552236,0.8333333333333334,0.0,0.4812171704731839,0.0,-0.16967862977647633,0.8333333333333334,0.6,0.75,0.9,-0.1,-0.16967862977647638,1,0,0,0,1,0,0,1
1505,0.664179104477612,-0.4166666666666667,0.75,-0.761480032314815,1.0,0.44116768990956695,-0.6666666666666666,0.8,-0.5,-0.9,0.5,0.44116768990956695,1,0,0,0,1,1,0,0
1506,-0.34328358208955223,0.9166666666666666,-0.25,0.2758057864577359,0.0,-0.6515349278753828,1.0,-0.2,0.75,0.5,-0.7,-0.6515349278753828,0,1,0,0,1,0,0,1
1507,0.7089552238805971,-0.8333333333333334,1.25,-0.761480032314815,1.0,-0.8861616810599968,-1.25,0.8,-0.75,-0.9,-0.9,-0.8861616810599968,1,0,0,0,1,0,0,0
1508,-0.7686567164179104,0.5,-0.5,0.2960346663507887,0.0,-0.9563593753235815,0.6666666666666666,-0.6,0.5,0.7,-0.9,-0.9563593753235815,0,1,0,1,0,1,0,0
1509,-0.5671641791044776,-0.08333333333333333,0.25,-0.761480032314815,1.0,-0.5273091953630153,-0.16666666666666666,-0.4,0.0,-0.9,-0.5,-0.5273091953630155,1,0,0,0,1,1,1,0
1510,-0.9253731343283582,0.0,0.25,0.05150181473131877,0.0,0.9850785635323879,-0.08333333333333333,-0.6,0.0,0.1,0.9,0.9850785635323878,1,0,0,0,1,1,0,0
1511,-0.8731343283582089,-0.3333333333333333,-0.75,0.2807943390160026,0.0,0.10271635066474691,-0.08333333333333333,-0.6,-0.25,0.5,0.1,0.10271635066474684,1,0,0,0,1,1,1,0
1512,-0.5746268656716418,0.0,-1.25,-0.761480032314815,1.0,-0.7122913530374134,0.4166666666666667,-0.4,0.0,-0.9,-0.7,-0.7122913530374134,0,0,1,1,0,0,0,0
1513,0.029850746268656716,0.16666666666666666,1.25,-0.761480032314815,1.0,-0.01320587465891721,-0.25,0.2,0.25,-0.9,-0.1,-0.013205874658917285,1,0,0,0,1,1,1,0
1514,-1.5820895522388059,0.4166666666666667,-0.75,-0.761480032314815,1.0,-0.5119342651295767,0.6666666666666666,-0.8,0.5,-0.9,-0.5,-0.5119342651295767,1,0,0,0,1,1,0,0
1515,-0.8432835820895522,0.08333333333333333,0.75,-0.20163753570078846,1.0,-0.9159813291786152,-0.16666666666666666,-0.6,0.25,-0.3,-0.9,-0.9159813291786152,0,0,1,0,1,1,1,0
1516,1.4776119402985075,0.16666666666666666,0.25,0.28215601424709796,0.0,-0.8072685544749634,0.08333333333333333,1.0,0.25,0.5,-0.7,-0.8072685544749634,0,0,1,0,1,0,1,0
1517,-0.04477611940298507,0.0,0.5,-0.005012995494352151,0.0,0.642705025390391,-0.16666666666666666,0.0,0.0,-0.1,0.7,0.642705025390391,1,0,0,1,0,0,0,0
1518,0.6865671641791045,1.4166666666666667,0.25,-0.02657566060168489,1.0,0.4052893630466995,1.3333333333333333,0.8,1.0,-0.1,0.5,0.4052893630466995,1,0,0,0,1,0,1,0
1519,0.43283582089552236,-0.08333333333333333,0.75,-0.761480032314815,1.0,-0.17266380642293222,-0.3333333333333333,0.6,0.0,-0.9,-0.1,-0.17266380642293222,0,0,1,1,0,0,0,0
1520,-0.8059701492537313,2.25,-0.5,0.21031313281351352,0.0,0.11392921080980548,2.4166666666666665,-0.6,1.0,0.5,0.1,0.11392921080980548,1,0,0,1,0,1,1,1
1521,0.5298507462686567,1.25,0.0,0.2702544979702961,0.0,-0.07440494348098577,1.25,0.6,1.0,0.5,-0.1,-0.0744049434809858,0,1,0,0,1,0,1,1
1522,-1.0820895522388059,-0.6666666666666666,0.25,-0.761480032314815,1.0,-0.055018065934339576,-0.75,-0.8,-0.5,-0.9,-0.1,-0.055018065934339576,0,0,1,1,0,0,1,0
1523,1.007462686567164,-0.16666666666666666,-1.0,0.07104323704696737,0.0,-0.8495786817528027,0.16666666666666666,1.0,-0.25,0.1,-0.9,-0.8495786817528028,1,0,0,1,0,1,1,0
1524,-0.40298507462686567,0.3333333333333333,0.75,-0.761480032314815,1.0,0.6277359450156278,0.08333333333333333,-0.4,0.5,-0.9,0.7,0.6277359450156278,0,0,1,0,1,1,1,0
1525,1.0746268656716418,1.1666666666666667,0.25,-0.761480032314815,1.0,0.9609012753448117,1.0833333333333333,1.0,0.75,-0.9,0.9,0.9609012753448116,1,0,0,0,1,0,1,0
1526,-0.6194029850746269,0.3333333333333333,-0.25,0.3340677182143117,0.0,0.6436962219398035,0.4166666666666667,-0.4,0.5,0.7,0.7,0.6436962219398035,0,0,1,1,0,1,1,0
1527,0.44029850746268656,-0.25,0.75,-0.761480032314815,1.0,-0.5278561220070256,-0.5,0.6,-0.25,-0.9,-0.5,-0.5278561220070255,1,0,0,0,1,0,0,0
1528,0.06716417910447761,-0.16666666666666666,0.75,0.21074198099342348,0.0,-0.1373713344524781,-0.4166666666666667,0.2,-0.25,0.5,-0.1,-0.13737133445247815,0,1,0,0,1,1,0,0
1529,-1.7686567164179106,-0.4166666666666667,0.0,0.3808166353609061,0.0,-0.9872251057726502,-0.4166666666666667,-0.8,-0.5,0.7,-0.9,-0.9872251057726501,1,0,0,0,1,1,1,0
1530,-0.5522388059701493,-1.1666666666666667,0.75,-0.761480032314815,1.0,0.12126774465559238,-1.4166666666666667,-0.4,-0.75,-0.9,0.1,0.12126774465559238,0,0,1,0,1,1,0,0
1531,-0.30597014925373134,-0.9166666666666666,-0.75,0.08077442429051232,1.0,0.20945770942578168,-0.6666666666666666,-0.2,-0.75,0.1,0.3,0.20945770942578174,1,0,0,1,0,1,1,0
1532,-0.3880597014925373,-0.75,0.25,-0.761480032314815,1.0,-0.4878805715896713,-0.8333333333333334,-0.2,-0.75,-0.9,-0.5,-0.48788057158967124,1,0,0,1,0,0,1,0
1533,0.06716417910447761,-0.4166666666666667,-1.0,0.3821691444909696,0.0,-0.44272126243394805,-0.08333333333333333,0.2,-0.5,0.7,-0.5,-0.44272126243394805,0,1,0,1,0,0,1,0
1534,1.4776119402985075,0.0,-0.5,0.9054827699236565,0.0,-0.31326603303234657,0.16666666666666666,1.0,0.0,0.9,-0.3,-0.31326603303234657,1,0,0,1,0,0,1,0
1535,-0.5895522388059702,0.8333333333333334,-0.25,0.433422847752472,0.0,0.6489141318308183,0.9166666666666666,-0.4,0.75,0.9,0.7,0.6489141318308183,0,1,0,1,0,0,1,1
1536,0.835820895522388,-0.3333333333333333,1.0,0.5622363374955265,0.0,0.19096790947810102,-0.6666666666666666,0.8,-0.25,0.9,0.1,0.19096790947810097,0,0,1,1,0,0,1,0
1537,1.3880597014925373,-0.25,0.75,-0.761480032314815,1.0,-0.7391472706203148,-0.5,1.0,-0.25,-0.9,-0.7,-0.7391472706203147,1,0,0,1,0,1,0,0
1538,1.2611940298507462,-0.75,0.75,-0.761480032314815,0.0,-0.6448041015940889,-1.0,1.0,-0.75,-0.9,-0.7,-0.644804101594089,1,0,0,1,0,1,1,0
1539,-0.3358208955223881,-0.08333333333333333,-0.25,0.008365124818793193,0.0,-0.5465968719424522,0.0,-0.2,0.0,0.1,-0.5,-0.5465968719424521,0,0,1,1,0,1,1,0
1540,-0.7014925373134329,0.08333333333333333,0.75,0.12380018087772696,0.0,0.535425785975184,-0.16666666666666666,-0.6,0.25,0.3,0.5,0.5354257859751841,1,0,0,0,1,1,1,0
1541,-0.9104477611940298,-1.1666666666666667,-1.0,0.3122925092428769,1.0,0.661000793938069,-0.8333333333333334,-0.6,-0.75,0.7,0.7,0.661000793938069,0,1,0,0,1,1,1,0
1542,0.014925373134328358,0.0,0.0,0.11710344313225561,0.0,-0.246646180210093,0.0,0.2,0.0,0.3,-0.3,-0.246646180210093,0,1,0,0,1,1,0,0
1543,-0.9104477611940298,-0.3333333333333333,-0.25,0.2515489927316736,0.0,0.7392948523871059,-0.25,-0.6,-0.25,0.5,0.7,0.7392948523871059,1,0,0,1,0,1,1,0
1544,0.029850746268656716,2.6666666666666665,0.25,0.5231458152753308,0.0,-0.6513663065591938,2.5833333333333335,0.2,1.0,0.9,-0.7,-0.6513663065591939,0,0,1,0,1,1,1,0
1545,-0.9850746268656716,0.5,0.5,-0.761480032314815,1.0,-0.6504084480397454,0.3333333333333333,-0.8,0.5,-0.9,-0.7,-0.6504084480397453,0,0,1,0,1,1,1,0
1546,-0.373134328358209,0.4166666666666667,0.25,0.4795853694612463,0.0,0.3221240898902043,0.3333333333333333,-0.2,0.5,0.9,0.3,0.3221240898902042,0,1,0,1,0,1,1,0
1547,0.3656716417910448,0.9166666666666666,-1.0,-0.0401573937061321,0.0,0.3435285280916734,1.25,0.4,0.75,-0.1,0.3,0.3435285280916734,0,1,0,1,0,1,1,0
1548,0.007462686567164179,-0.5833333333333334,-0.75,-0.07015788569856356,1.0,-0.03593651595480104,-0.3333333333333333,0.2,-0.5,-0.1,-0.1,-0.03593651595480104,0,0,1,1,0,1,1,0
1549,0.11940298507462686,-1.0,0.75,-0.761480032314815,1.0,0.35490950135124477,-1.25,0.2,-0.75,-0.9,0.3,0.3549095013512448,0,0,1,0,1,1,1,0
1550,0.0,0.9166666666666666,-0.25,-0.2954479575419933,0.0,0.6479598307231037,1.0,0.0,0.75,-0.3,0.7,0.6479598307231037,1,0,0,0,1,1,0,1
1551,-0.09701492537313433,1.4166666666666667,-0.75,-0.761480032314815,1.0,-0.47110503753641103,1.6666666666666667,0.0,1.0,-0.9,-0.5,-0.47110503753641103,0,0,1,1,0,1,1,0
1552,0.582089552238806,1.25,0.5,-0.761480032314815,1.0,0.22569160213246509,1.0833333333333333,0.6,1.0,-0.9,0.3,0.22569160213246517,0,0,1,1,0,0,1,0
1553,0.9552238805970149,-0.25,-1.0,-0.761480032314815,0.0,-0.3597038759652496,0.08333333333333333,1.0,-0.25,-0.9,-0.3,-0.35970387596524955,1,0,0,0,1,1,1,0
1554,-0.44776119402985076,0.08333333333333333,0.75,0.17297662628568267,1.0,-0.8214895619822458,-0.16666666666666666,-0.4,0.25,0.3,-0.9,-0.8214895619822457,1,0,0,1,0,0,1,0
1555,-0.1791044776119403,-0.25,-0.25,0.4821438867903478,1.0,0.26425089611836833,-0.16666666666666666,0.0,-0.25,0.9,0.3,0.2642508961183684,1,0,0,0,1,1,1,0
1556,0.04477611940298507,0.25,0.5,0.33999505187229756,0.0,0.358435709502266,0.08333333333333333,0.2,0.25,0.7,0.3,0.3584357095022659,1,0,0,1,0,0,1,1
1557,1.4776119402985075,-0.6666666666666666,1.25,-0.761480032314815,1.0,-0.054671065829777085,-1.0833333333333333,1.0,-0.5,-0.9,-0.1,-0.05467106582977705,0,0,1,1,0,1,1,0
1558,-1.0223880597014925,0.0,-0.75,-0.05300372347393043,0.0,0.8961844345195482,0.25,-0.8,0.0,-0.1,0.9,0.8961844345195481,0,1,0,0,1,1,1,1
1559,-0.6044776119402985,-0.16666666666666666,-1.0,0.05942508647472059,1.0,0.7960329268948076,0.16666666666666666,-0.4,-0.25,0.1,0.7,0.7960329268948078,1,0,0,1,0,0,1,0
1560,0.8059701492537313,0.4166666666666667,-1.25,-0.15046170512668652,1.0,-0.023250582430883508,0.8333333333333334,0.8,0.5,-0.1,-0.1,-0.02325058243088347,0,1,0,0,1,1,1,0
1561,0.5074626865671642,0.5,1.25,0.10673697457871961,0.0,-0.2778031102196688,0.08333333333333333,0.6,0.5,0.3,-0.3,-0.2778031102196688,0,1,0,1,0,0,0,0
1562,-0.14925373134328357,0.4166666666666667,-0.25,0.17569190744525562,1.0,0.9735613922235742,0.5,0.0,0.5,0.3,0.9,0.9735613922235741,0,1,0,0,1,1,1,0
1563,0.31343283582089554,-0.5,0.25,0.09286788028978031,1.0,-0.8206947345605471,-0.5833333333333334,0.4,-0.5,0.1,-0.9,-0.8206947345605472,0,1,0,0,1,1,1,1
1564,-0.6940298507462687,0.25,0.0,0.3284981758675518,0.0,-0.6866655884321102,0.25,-0.6,0.25,0.7,-0.7,-0.68666558843211,0,0,1,1,0,0,1,0
1565,0.9029850746268657,0.4166666666666667,0.75,0.4318731499361036,1.0,0.7271278944150035,0.16666666666666666,0.8,0.5,0.9,0.7,0.7271278944150035,0,1,0,1,0,1,0,0
1566,-0.5298507462686567,0.08333333333333333,-1.0,-0.761480032314815,1.0,-0.5490376629532793,0.4166666666666667,-0.4,0.25,-0.9,-0.5,-0.5490376629532793,1,0,0,0,1,1,0,0
1567,-0.9552238805970149,0.0,1.0,0.2372378103391112,1.0,0.8074387003961815,-0.3333333333333333,-0.6,0.0,0.5,0.7,0.8074387003961815,0,1,0,1,0,1,0,0
1568,0.4552238805970149,1.3333333333333333,0.25,0.13969184978499605,0.0,0.9282548062220658,1.25,0.6,1.0,0.3,0.9,0.9282548062220658,1,0,0,0,1,0,0,1
1569,0.1791044776119403,0.25,0.75,0.13167252983761735,0.0,-0.3272357856308771,0.0,0.2,0.25,0.3,-0.3,-0.32723578563087713,1,0,0,0,1,1,1,0
1570,-0.007462686567164179,0.4166666666666667,-1.0,0.1523626918065397,0.0,-0.5637187962582635,0.75,0.0,0.5,0.3,-0.5,-0.5637187962582635,0,1,0,1,0,1,0,1
1571,0.48507462686567165,1.0,-1.0,0.10706194028026643,1.0,0.24738225951801393,1.3333333333333333,0.6,0.75,0.3,0.3,0.24738225951801399,0,0,1,1,0,1,1,1
1572,-0.43283582089552236,-1.1666666666666667,0.0,0.46276314544236374,0.0,0.6177143095997646,-1.1666666666666667,-0.4,-0.75,0.9,0.7,0.6177143095997646,1,0,0,0,1,1,0,0
1573,0.47761194029850745,0.5833333333333334,-0.5,0.09659456627263392,0.0,-0.7404730671533882,0.75,0.6,0.5,0.1,-0.7,-0.7404730671533883,1,0,0,1,0,1,0,1
1574,0.11940298507462686,-0.16666666666666666,0.25,0.04139802939795784,0.0,-0.4695709799563988,-0.25,0.2,-0.25,0.1,-0.5,-0.4695709799563988,1,0,0,1,0,1,1,0
1575,0.19402985074626866,-1.1666666666666667,1.25,0.1438777809323789,0.0,-0.08700804013166992,-1.5833333333333333,0.2,-0.75,0.3,-0.1,-0.08700804013166996,0,1,0,0,1,1,1,0
1576,-0.7985074626865671,-1.1666666666666667,-0.75,-0.761480032314815,1.0,0.9088597974485989,-0.9166666666666666,-0.6,-0.75,-0.9,0.9,0.9088597974485989,1,0,0,0,1,1,0,0
1577,-0.291044776119403,0.25,1.0,-0.012332558053540117,1.0,-0.40135313778325726,-0.08333333333333333,-0.2,0.25,-0.1,-0.5,-0.40135313778325726,1,0,0,1,0,1,1,0
1578,0.26119402985074625,-1.3333333333333333,0.75,-0.761480032314815,1.0,0.5546861213044368,-1.5833333333333333,0.4,-0.75,-0.9,0.5,0.554686121304437,0,0,1,1,0,1,1,0
1579,0.4701492537313433,-0.75,0.5,0.4949543355814565,0.0,0.9824472985332918,-0.9166666666666666,0.6,-0.75,0.9,0.9,0.9824472985332916,1,0,0,0,1,0,0,0
1580,-0.2537313432835821,0.3333333333333333,0.75,-0.4661060303230291,0.0,0.9714942310851468,0.08333333333333333,-0.2,0.5,-0.3,0.9,0.9714942310851468,0,1,0,0,1,1,1,0
1581,0.5149253731343284,-0.16666666666666666,0.25,0.16510960463237506,0.0,-0.9869990576670418,-0.25,0.6,-0.25,0.3,-0.9,-0.9869990576670418,1,0,0,1,0,0,1,0
1582,-1.544776119402985,-0.25,0.5,0.2654536546263271,1.0,-0.30061059160900583,-0.4166666666666667,-0.8,-0.25,0.5,-0.3,-0.3006105916090059,0,1,0,1,0,1,1,0
1583,0.2835820895522388,0.08333333333333333,-1.0,-0.02148581087560244,1.0,-0.459006686790606,0.4166666666666667,0.4,0.25,-0.1,-0.5,-0.459006686790606,1,0,0,0,1,0,1,0
1584,0.4253731343283582,0.5,0.75,-0.761480032314815,1.0,0.689545364050906,0.25,0.6,0.5,-0.9,0.7,0.689545364050906,1,0,0,1,0,0,0,1
1585,0.1417910447761194,0.4166666666666667,-0.5,-0.761480032314815,1.0,0.2871889853385088,0.5833333333333334,0.2,0.5,-0.9,0.3,0.28718898533850884,0,0,1,1,0,1,1,0
1586,-0.8507462686567164,-0.3333333333333333,0.25,-0.026692626318273377,0.0,1.0068021523865598,-0.4166666666666667,-0.6,-0.25,-0.1,0.9,1.0068021523865598,1,0,0,0,1,1,1,0
1587,0.6194029850746269,-0.3333333333333333,-0.25,-0.761480032314815,1.0,0.500891449265401,-0.25,0.6,-0.25,-0.9,0.5,0.500891449265401,1,0,0,1,0,1,0,0
1588,-0.44776119402985076,0.0,0.5,-0.761480032314815,1.0,0.2696763555739751,-0.16666666666666666,-0.4,0.0,-0.9,0.3,0.2696763555739751,1,0,0,1,0,1,1,0
1589,0.7089552238805971,2.0,0.5,0.46045626500655257,0.0,0.4813721343619168,1.8333333333333333,0.8,1.0,0.9,0.5,0.48137213436191667,1,0,0,0,1,0,1,0
1590,0.17164179104477612,-0.08333333333333333,0.5,-0.06101795114295804,0.0,0.5001292483913196,-0.25,0.2,0.0,-0.1,0.5,0.5001292483913194,0,1,0,0,1,1,1,0
1591,-0.14925373134328357,0.16666666666666666,0.0,0.005137952170814658,1.0,-0.0676674089375649,0.16666666666666666,0.0,0.25,0.1,-0.1,-0.0676674089375649,0,0,1,1,0,1,0,0
1592,-0.23134328358208955,0.16666666666666666,0.25,-0.761480032314815,1.0,-0.4198762757609017,0.08333333333333333,-0.2,0.25,-0.9,-0.5,-0.4198762757609017,1,0,0,0,1,1,1,0
1593,-0.9776119402985075,-0.6666666666666666,-0.5,-0.28922511505415366,0.0,0.5496454721581078,-0.5,-0.8,-0.5,-0.3,0.5,0.5496454721581079,0,0,1,0,1,1,0,0
1594,-0.4552238805970149,-0.08333333333333333,0.5,0.29784548053245474,0.0,0.22187043372853218,-0.25,-0.4,0.0,0.7,0.3,0.22187043372853227,0,0,1,0,1,1,1,0
1595,0.40298507462686567,-0.75,0.25,0.21720376885004758,1.0,-0.5071321658500924,-0.8333333333333334,0.6,-0.75,0.5,-0.5,-0.5071321658500924,0,1,0,1,0,1,1,0
1596,0.1865671641791045,0.08333333333333333,-0.25,-0.761480032314815,1.0,0.8904375883238633,0.16666666666666666,0.2,0.25,-0.9,0.9,0.8904375883238633,1,0,0,0,1,1,0,0
1597,0.8731343283582089,-0.8333333333333334,0.5,0.7161743451956782,0.0,0.7231727640492036,-1.0,0.8,-0.75,0.9,0.7,0.7231727640492036,0,1,0,0,1,1,0,0
1598,0.8880597014925373,-0.4166666666666667,0.0,-0.27323536103156715,0.0,-0.6024560624711992,-0.4166666666666667,0.8,-0.5,-0.3,-0.7,-0.6024560624711993,1,0,0,0,1,1,1,0
1599,-0.3805970149253731,0.9166666666666666,0.75,0.1847647806121137,0.0,-0.368479095949874,0.6666666666666666,-0.2,0.75,0.3,-0.3,-0.36847909594987394,0,1,0,1,0,1,0,1
1600,0.13432835820895522,0.4166666666666667,-1.0,0.14699480368248494,1.0,-0.7186992679736004,0.75,0.2,0.5,0.3,-0.7,-0.7186992679736004,1,0,0,1,0,0,1,0
1601,-1.007462686567164,-0.75,-0.75,0.13995202603736753,0.0,0.8015592135629882,-0.5,-0.8,-0.75,0.3,0.7,0.8015592135629882,1,0,0,0,1,1,0,0
1602,1.3582089552238805,1.0,0.75,0.49672206125399776,1.0,0.29557034902401785,0.75,1.0,0.75,0.9,0.3,0.29557034902401774,1,0,0,1,0,1,0,0
1603,-0.6044776119402985,0.4166666666666667,-0.25,0.09108754143547713,2.0,-0.4536757528467869,0.5,-0.4,0.5,0.1,-0.5,-0.4536757528467869,1,0,0,1,0,1,0,1
1604,-0.5671641791044776,-0.08333333333333333,0.75,0.5412646117051579,0.0,-0.7814928703751584,-0.3333333333333333,-0.4,0.0,0.9,-0.7,-0.7814928703751582,0,1,0,1,0,1,1,0
1605,0.4925373134328358,-0.5,-1.0,0.43452983072326634,0.0,-0.8442782399095604,-0.16666666666666666,0.6,-0.5,0.9,-0.9,-0.8442782399095604,1,0,0,1,0,0,1,0
1606,-0.11940298507462686,-0.5,1.0,-0.12812054817357998,1.0,-0.2597115371055196,-0.8333333333333334,0.0,-0.5,-0.1,-0.3,-0.2597115371055196,0,1,0,1,0,1,1,0
1607,-0.6417910447761194,0.25,-0.75,-0.0015447622235050132,1.0,0.5518266737526922,0.5,-0.6,0.25,-0.1,0.5,0.5518266737526922,0,1,0,1,0,1,0,0
1608,0.44029850746268656,2.25,-0.25,-0.761480032314815,1.0,-0.9859950544353873,2.3333333333333335,0.6,1.0,-0.9,-0.9,-0.9859950544353873,1,0,0,0,1,1,1,0
1609,-0.582089552238806,0.16666666666666666,-0.75,0.19841138150848006,1.0,-0.11922701000433104,0.4166666666666667,-0.4,0.25,0.5,-0.1,-0.11922701000433107,1,0,0,1,0,1,0,0
1610,-0.2462686567164179,-0.16666666666666666,0.75,0.2749367304000556,0.0,-0.35077080853997344,-0.4166666666666667,-0.2,-0.25,0.5,-0.3,-0.35077080853997344,1,0,0,1,0,1,0,0
1611,-0.47761194029850745,-1.0833333333333333,-1.25,-0.761480032314815,1.0,0.4105473192298051,-0.6666666666666666,-0.4,-0.75,-0.9,0.5,0.41054731922980514,1,0,0,1,0,1,1,0
1612,0.8059701492537313,1.0,1.0,-0.04462050148130462,0.0,0.17318481478145234,0.6666666666666666,0.8,0.75,-0.1,0.1,0.17318481478145234,0,1,0,1,0,1,0,1
1613,0.09701492537313433,1.25,-0.5,-0.761480032314815,0.0,0.16204615208113035,1.4166666666666667,0.2,1.0,-0.9,0.1,0.16204615208113027,1,0,0,0,1,1,0,1
1614,0.6492537313432836,-0.6666666666666666,-0.5,-0.2962339702911781,1.0,0.05427639640797986,-0.5,0.8,-0.5,-0.3,0.1,0.05427639640797994,0,1,0,0,1,1,1,0
1615,-0.08208955223880597,3.3333333333333335,1.0,-0.761480032314815,2.0,-0.18986267247253197,3.0,0.0,1.0,-0.9,-0.1,-0.18986267247253197,1,0,0,0,1,1,1,0
1616,0.2462686567164179,-1.3333333333333333,0.25,0.00593806661389493,0.0,0.6583483877492395,-1.4166666666666667,0.4,-0.75,0.1,0.7,0.6583483877492394,0,1,0,1,0,1,1,0
1617,-0.43283582089552236,1.0,-0.25,-0.761480032314815,1.0,-0.7781824446558845,1.0833333333333333,-0.4,0.75,-0.9,-0.7,-0.7781824446558845,1,0,0,1,0,1,1,0
1618,-0.7089552238805971,0.25,-0.25,-0.761480032314815,1.0,0.05325562252100816,0.3333333333333333,-0.6,0.25,-0.9,0.1,0.05325562252100823,0,0,1,1,0,0,1,0
1619,0.3358208955223881,-0.8333333333333334,0.75,0.3449050266584687,1.0,-0.09760282539803943,-1.0833333333333333,0.4,-0.75,0.7,-0.1,-0.0976028253980394,1,0,0,0,1,1,0,0
1620,0.029850746268656716,-1.5833333333333333,1.25,0.427470914472913,0.0,0.27260349558900016,-2.0,0.2,-0.75,0.9,0.3,0.2726034955890001,1,0,0,0,1,0,1,0
1621,0.44776119402985076,0.5,-1.0,0.3490263250421639,1.0,-0.09441020082732691,0.8333333333333334,0.6,0.5,0.7,-0.1,-0.09441020082732694,0,1,0,0,1,0,1,0
1622,0.27611940298507465,0.08333333333333333,0.0,-0.17332078595947617,0.0,-0.9304359061763147,0.08333333333333333,0.4,0.25,-0.1,-0.9,-0.9304359061763147,0,0,1,0,1,1,1,1
1623,0.3358208955223881,-1.0,-0.25,0.536550415435902,1.0,-0.8611572438241109,-0.9166666666666666,0.4,-0.75,0.9,-0.9,-0.8611572438241109,1,0,0,1,0,1,0,0
1624,-0.4701492537313433,0.08333333333333333,-0.75,-0.761480032314815,0.0,-0.206112725992521,0.3333333333333333,-0.4,0.25,-0.9,-0.3,-0.206112725992521,1,0,0,0,1,1,0,0
1625,-0.9477611940298507,-1.0,1.25,-0.761480032314815,1.0,-0.313377125918781,-1.4166666666666667,-0.6,-0.75,-0.9,-0.3,-0.313377125918781,0,0,1,1,0,1,0,0
1626,0.208955223880597,0.5833333333333334,-0.5,-0.761480032314815,1.0,-0.13476324344982027,0.75,0.4,0.5,-0.9,-0.1,-0.13476324344982027,1,0,0,0,1,1,0,0
1627,-0.26119402985074625,-0.75,-1.25,-0.761480032314815,1.0,-0.9411497122752684,-0.3333333333333333,-0.2,-0.75,-0.9,-0.9,-0.9411497122752684,1,0,0,1,0,1,1,1
1628,0.208955223880597,-0.4166666666666667,0.0,-0.03319327217585382,0.0,0.17038665635186678,-0.4166666666666667,0.4,-0.5,-0.1,0.1,0.17038665635186678,1,0,0,0,1,1,0,0
1629,0.07462686567164178,-0.5833333333333334,1.0,-0.761480032314815,1.0,0.5863723941800235,-0.9166666666666666,0.2,-0.5,-0.9,0.5,0.5863723941800236,0,0,1,1,0,0,1,0
1630,0.6268656716417911,0.75,0.0,0.2633441979050523,0.0,-0.22576732418223044,0.75,0.8,0.75,0.5,-0.3,-0.22576732418223044,0,1,0,0,1,1,1,1
1631,0.03731343283582089,1.6666666666666667,0.75,0.0781550346494287,0.0,0.2660500316927271,1.4166666666666667,0.2,1.0,0.1,0.3,0.2660500316927271,0,1,0,0,1,1,1,1
1632,-2.253731343283582,1.4166666666666667,-1.0,0.4346372386251037,0.0,0.9328506772613164,1.75,-0.8,1.0,0.9,0.9,0.9328506772613164,0,0,1,0,1,1,1,1
1633,-0.26119402985074625,-0.5833333333333334,-0.5,0.2726893904495806,0.0,0.434476604999358,-0.4166666666666667,-0.2,-0.5,0.5,0.5,0.4344766049993579,1,0,0,0,1,1,0,0
1634,-0.6716417910447762,-0.16666666666666666,0.5,-0.761480032314815,0.0,-0.5216613468538694,-0.3333333333333333,-0.6,-0.25,-0.9,-0.5,-0.5216613468538694,1,0,0,0,1,0,0,0
1635,0.39552238805970147,-1.1666666666666667,0.0,-0.761480032314815,1.0,-0.27506095561480903,-1.1666666666666667,0.6,-0.75,-0.9,-0.3,-0.27506095561480903,0,0,1,1,0,1,1,0
1636,-1.0149253731343284,-0.3333333333333333,0.5,0.23586618557954508,0.0,0.20168944024253424,-0.5,-0.8,-0.25,0.5,0.3,0.20168944024253418,1,0,0,1,0,1,1,0
